home_code,home_team,home_accent,home_accent_hex,away_code,away_team,away_accent,away_accent_hex,banner,banner_hex,background_hex
OTT,Ottawa Senators,Sens Red,#C52032,WSH,Washington Capitals,Caps Navy,#041E42,Caps Red,#C8102E,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,ANA,Anaheim Ducks,Black,#000000,Deep Navy,#0A1628,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,BUF,Buffalo Sabres,Sabres Royal,#003087,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,CBJ,Columbus Blue Jackets,Union Blue,#002654,Goal Red,#CE1126,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,CGY,Calgary Flames,Flames Red,#C8102E,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,COL,Colorado Avalanche,Burgundy,#6F263D,Steel Blue,#236192,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,DET,Detroit Red Wings,Wings Red,#CE1126,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,EDM,Edmonton Oilers,Oilers Navy,#041E42,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,NJD,New Jersey Devils,Devils Red,#CE1126,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,NYI,New York Islanders,Isles Royal,#00539B,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,NYR,New York Rangers,Rangers Blue,#0038A8,Rangers Red,#CE1126,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,OTT,Ottawa Senators,Sens Red,#C52032,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,STL,St. Louis Blues,Blues Blue,#002F87,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
PHI,Philadelphia Flyers,Flyers Orange,#F74902,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,BOS,Boston Bruins,Black,#000000,Deep Navy,#0A1628,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,BUF,Buffalo Sabres,Sabres Royal,#003087,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,CBJ,Columbus Blue Jackets,Union Blue,#002654,Goal Red,#CE1126,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,CGY,Calgary Flames,Flames Red,#C8102E,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,COL,Colorado Avalanche,Burgundy,#6F263D,Steel Blue,#236192,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,DET,Detroit Red Wings,Wings Red,#CE1126,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,NJD,New Jersey Devils,Devils Red,#CE1126,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,NSH,Nashville Predators,Preds Navy,#041E42,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,NYR,New York Rangers,Rangers Blue,#0038A8,Rangers Red,#CE1126,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,OTT,Ottawa Senators,Sens Red,#C52032,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,STL,St. Louis Blues,Blues Blue,#002F87,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,VGK,Vegas Golden Knights,Steel Gray,#333F42,Black,#000000,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,BOS,Boston Bruins,Bruins Gold,#FFB81C,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,BUF,Buffalo Sabres,Sabres Royal,#003087,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,CBJ,Columbus Blue Jackets,Union Blue,#002654,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,CGY,Calgary Flames,Flames Red,#C8102E,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,COL,Colorado Avalanche,Burgundy,#6F263D,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,DAL,Dallas Stars,Victory Green,#006847,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,DET,Detroit Red Wings,Wings Red,#CE1126,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,FLA,Florida Panthers,Panthers Red,#C8102E,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,LAK,Los Angeles Kings,Kings Black,#111111,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,MIN,Minnesota Wild,Forest Green,#154734,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,NJD,New Jersey Devils,Devils Red,#CE1126,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,NSH,Nashville Predators,Preds Gold,#FFB81C,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,NYI,New York Islanders,Isles Orange,#F47D30,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,NYR,New York Rangers,Rangers Blue,#0038A8,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,OTT,Ottawa Senators,Sens Red,#C52032,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,SJS,San Jose Sharks,Sharks Teal,#006D75,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,STL,St. Louis Blues,Blues Blue,#002F87,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Deep Sea Blue,#001628,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Boundless Blue,#355464,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,VAN,Vancouver Canucks,Canucks Blue,#00205B,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,WPG,Winnipeg Jets,Jets Navy,#041E42,Deep Sea Blue,#001628,#000000
SEA,Seattle Kraken,Ice Blue,#99D9D9,WSH,Washington Capitals,Caps Red,#C8102E,Deep Sea Blue,#001628,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,BUF,Buffalo Sabres,Sabres Royal,#003087,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,CBJ,Columbus Blue Jackets,Union Blue,#002654,Goal Red,#CE1126,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,CGY,Calgary Flames,Flames Red,#C8102E,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,COL,Colorado Avalanche,Burgundy,#6F263D,Steel Blue,#236192,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,DET,Detroit Red Wings,Wings Red,#CE1126,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,NJD,New Jersey Devils,Devils Red,#CE1126,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,NYR,New York Rangers,Rangers Blue,#0038A8,Rangers Red,#CE1126,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,OTT,Ottawa Senators,Sens Red,#C52032,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,STL,St. Louis Blues,Blues Blue,#002F87,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,VAN,Vancouver Canucks,Canucks Blue,#00205B,Canucks Green,#00843D,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,WPG,Winnipeg Jets,Jets Navy,#041E42,Jets Red,#C8102E,#000000
SJS,San Jose Sharks,Sharks Teal,#006D75,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
STL,St. Louis Blues,Blues Blue,#002F87,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,BUF,Buffalo Sabres,Sabres Gold,#FFB81C,Sabres Royal,#003087,#000000
STL,St. Louis Blues,Blues Blue,#002F87,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Black,#000000,#000000
STL,St. Louis Blues,Blues Gold,#FCB514,CBJ,Columbus Blue Jackets,Union Blue,#002654,Blues Blue,#002F87,#000000
STL,St. Louis Blues,Blues Blue,#002F87,CGY,Calgary Flames,Flames Red,#C8102E,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,COL,Colorado Avalanche,Burgundy,#6F263D,Steel Blue,#236192,#000000
STL,St. Louis Blues,Blues Blue,#002F87,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,DET,Detroit Red Wings,Wings Red,#CE1126,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
STL,St. Louis Blues,Blues Blue,#002F87,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
STL,St. Louis Blues,Blues Blue,#002F87,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
STL,St. Louis Blues,Blues Blue,#002F87,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
STL,St. Louis Blues,Blues Blue,#002F87,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
STL,St. Louis Blues,Blues Blue,#002F87,NJD,New Jersey Devils,Devils Red,#CE1126,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
STL,St. Louis Blues,Blues Blue,#002F87,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
STL,St. Louis Blues,Blues Gold,#FCB514,NYR,New York Rangers,Rangers Blue,#0038A8,Blues Blue,#002F87,#000000
STL,St. Louis Blues,Blues Blue,#002F87,OTT,Ottawa Senators,Sens Red,#C52032,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
STL,St. Louis Blues,Blues Blue,#002F87,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
STL,St. Louis Blues,Blues Blue,#002F87,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
STL,St. Louis Blues,Blues Gold,#FCB514,TBL,Tampa Bay Lightning,Bolts Blue,#002868,Blues Blue,#002F87,#000000
STL,St. Louis Blues,Blues Gold,#FCB514,TOR,Toronto Maple Leafs,Leafs Blue,#00205B,Blues Blue,#002F87,#000000
STL,St. Louis Blues,Blues Blue,#002F87,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
STL,St. Louis Blues,Blues Gold,#FCB514,VAN,Vancouver Canucks,Canucks Blue,#00205B,Blues Blue,#002F87,#000000
STL,St. Louis Blues,Blues Blue,#002F87,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
STL,St. Louis Blues,Blues Gold,#FCB514,WPG,Winnipeg Jets,Jets Navy,#041E42,Blues Blue,#002F87,#000000
STL,St. Louis Blues,Blues Blue,#002F87,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,BUF,Buffalo Sabres,Sabres Gold,#FFB81C,Sabres Royal,#003087,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,CBJ,Columbus Blue Jackets,Goal Red,#CE1126,Union Blue,#002654,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,CGY,Calgary Flames,Flames Red,#C8102E,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,COL,Colorado Avalanche,Burgundy,#6F263D,Steel Blue,#236192,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,DET,Detroit Red Wings,Wings Red,#CE1126,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,NJD,New Jersey Devils,Devils Red,#CE1126,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,NYI,New York Islanders,Isles Orange,#F47D30,Isles Royal,#00539B,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,NYR,New York Rangers,Rangers Red,#CE1126,Rangers Blue,#0038A8,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,OTT,Ottawa Senators,Sens Red,#C52032,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,PHI,Philadelphia Flyers,Flyers Orange,#F74902,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,PIT,Pittsburgh Penguins,Vegas Gold,#FCB514,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,SEA,Seattle Kraken,Ice Blue,#99D9D9,Deep Sea Blue,#001628,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,SJS,San Jose Sharks,Sharks Teal,#006D75,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,STL,St. Louis Blues,Blues Gold,#FCB514,Blues Blue,#002F87,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,TOR,Toronto Maple Leafs,White,#FFFFFF,Leafs Blue,#00205B,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,UTA,Utah Mammoth,Mountain Blue,#7AB2E0,Black,#000000,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,VAN,Vancouver Canucks,Canucks Green,#00843D,Canucks Blue,#00205B,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,VGK,Vegas Golden Knights,Knights Gold,#B4975A,Steel Gray,#333F42,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,WPG,Winnipeg Jets,Jets Red,#C8102E,Jets Navy,#041E42,#000000
TBL,Tampa Bay Lightning,Bolts Blue,#002868,WSH,Washington Capitals,Caps Red,#C8102E,Caps Navy,#041E42,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,ANA,Anaheim Ducks,Ducks Orange,#F47A38,Black,#000000,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,BOS,Boston Bruins,Bruins Gold,#FFB81C,Black,#000000,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,BUF,Buffalo Sabres,Sabres Gold,#FFB81C,Sabres Royal,#003087,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,CAR,Carolina Hurricanes,Hurricanes Red,#CC0000,Black,#000000,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,CBJ,Columbus Blue Jackets,Goal Red,#CE1126,Union Blue,#002654,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,CGY,Calgary Flames,Flames Red,#C8102E,Black,#000000,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,CHI,Chicago Blackhawks,Blackhawks Red,#CF0A2C,Black,#000000,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,COL,Colorado Avalanche,Burgundy,#6F263D,Steel Blue,#236192,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,DAL,Dallas Stars,Victory Green,#006847,Black,#000000,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,DET,Detroit Red Wings,Wings Red,#CE1126,Black,#000000,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,EDM,Edmonton Oilers,Oilers Orange,#FF4C00,Oilers Navy,#041E42,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,FLA,Florida Panthers,Panthers Red,#C8102E,Panthers Navy,#041E42,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,LAK,Los Angeles Kings,Kings Black,#111111,Deep Navy,#0A1628,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,MIN,Minnesota Wild,Forest Green,#154734,Iron Range Red,#A6192E,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,MTL,Montreal Canadiens,Habs Red,#AF1E2D,Habs Blue,#192168,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,NJD,New Jersey Devils,Devils Red,#CE1126,Black,#000000,#000000
TOR,Toronto Maple Leafs,Leafs Blue,#00205B,NSH,Nashville Predators,Preds Gold,#FFB81C,Preds Navy,#041E42,#000000
